label,repo,file_path,line,algorithm,severity,confidence,is_test_code,context,code_snippet,repo_url,notes,enrichment_source
?,bc-java,prov/src/main/java/org/bouncycastle/jcajce/provider/asymmetric/ElGamal.java,30,PKCS1v15,HIGH,0.7,False,Regex match — AI enrichment unavailable,"provider.addAlgorithm(""Alg.Alias.Cipher.ELGAMAL/NONE/PKCS1PADDING"", ""ELGAMAL/PKCS1"");",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2071,SHA-1,HIGH,0.7,True,,"hsh=hashlib.sha1(b""test"").digest(),",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,49,ECDSA,CRITICAL,0.7,False,,"if isinstance(key, (ecdsa.SigningKey, ecdsa.VerifyingKey)):",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdsa.py,660,ECDSA,CRITICAL,0.7,False,,generator_secp256k1 = ellipticcurve.PointJacobi(,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,222,RSA,CRITICAL,0.7,False,,"self, indata: bytes, pub_key: rsa.key.AbstractKey, cli_args: Indexable = ()",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdh.py,152,ECDH,CRITICAL,0.7,False,,the curve of ECDH key agreement.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/parallel.py,28,RSA,CRITICAL,0.9,False,"This import statement pulls in the rsa.prime module, which is used at runtime to perform RSA primality testing as part o",import rsa.prime,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,452,Ed25519,CRITICAL,0.7,True,,"self.assertIs(vk.curve, Ed448)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,core/src/main/java/org/bouncycastle/asn1/sec/SECObjectIdentifiers.java,41,ECDSA,CRITICAL,0.85,False,Production OID constant secp256k1 (1.3.132.0.10) is defined as a static final identifier used to reference the secp256k1,"static final ASN1ObjectIdentifier secp256k1 = ellipticCurve.branch(""10"");",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,node-jsonwebtoken,lib/validateAsymmetricKey.js,56,RSA,CRITICAL,0.7,False,,"throw new Error(`Invalid key for this operation, its RSA-PSS parameters do not meet the requirements",https://github.com/AnimeshShaw/node-jsonwebtoken,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,145,ECDH,CRITICAL,0.7,True,,ecdh1 = ECDH(curve=NIST256p),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,512,Ed25519,CRITICAL,0.7,False,,"eddsa.curve_ed448,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/constants.py,38,ECDH,CRITICAL,0.7,False,,"ECDH_ES = ""ECDH-ES""",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/pkcs1.py,374,RSA,CRITICAL,0.7,False,,:param pub_key: the :py:class:`rsa.PublicKey` of the person signing the message.,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdh.py,173,ECDH,CRITICAL,0.7,False,,"Compares the curve of the DER-encoded key with the ECDH set curve,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,pg/src/main/java/org/bouncycastle/openpgp/operator/bc/BcPGPKeyPairGeneratorProvider.java,149,ECDH,CRITICAL,0.7,False,,"return new BcPGPKeyPair(version, PublicKeyAlgorithmTags.ECDH, keyPair, creationTime);",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,31,ECDSA,CRITICAL,0.95,False,NIST P-256 curve object is paired with its JWK 'crv' string identifier 'P-256' in a lookup tuple used for curve name res,"(ecdsa.curves.NIST256p, ""P-256""),",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,41,ECDSA,CRITICAL,0.9,True,"Import of ECDSA generator point for brainpoolp160r1, a classical elliptic-curve algorithm vulnerable to quantum attacks.",from .ecdsa import generator_brainpoolp160r1,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,581,ECDSA,CRITICAL,0.7,False,,:rtype: ~ecdsa.curves.Curve,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,424,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_brainpoolp224t1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,283,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,super(Ed25519);,https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-ecdsa,src/ecdsa/curves.py,361,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_521,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,472,Ed25519,CRITICAL,0.7,True,,"vk = VerifyingKey.from_string(vk_str, Ed448)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/__init__.py,29,Ed25519,CRITICAL,0.95,False,Ed25519 elliptic curve is imported from the curves module and exported as part of the public API of the ecdsa library.,"Ed25519,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/utils.py,14,ECDSA,CRITICAL,0.85,False,Fallback import of `int_to_string` from the `ecdsa` library used to convert large integers to byte strings for ECDSA key,from ecdsa.ecdsa import int_to_string as _long_to_bytes,https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,125,ECDSA,CRITICAL,0.7,True,,"SECP256k1.generator.order(),",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,293,RSA,CRITICAL,0.7,False,,"dq = rsa.rsa_crt_dmq1(d, q)",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,1132,HARDCODED_KEY,CRITICAL,0.7,True,,"pem = """"""-----BEGIN PRIVATE KEY-----",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,536,HARDCODED_KEY,CRITICAL,0.7,True,,"""-----BEGIN PRIVATE KEY-----\n""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/pkcs1.py,317,MD5,HIGH,0.7,False,,":param hash_method: the hash method used on the message. Use 'MD5', 'SHA-1',",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,316,PKCS1v15,HIGH,0.7,False,,"self.public_key().prepared_key.verify(sig, msg, padding.PKCS1v15(), self.hash_alg())",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,477,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp384t1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/rsa_backend.py,4,RSA,CRITICAL,0.95,False,"Production import of the pure-Python 'rsa' library (pyrsa) that implements classical RSA cryptography, which is vulnerab",import rsa as pyrsa,https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,441,X25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.X448:,https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2008,ECDSA,CRITICAL,0.7,True,,def test_SECP256k1_6(self):,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1053,SHA-1,HIGH,0.7,True,,"# by the key, probably always SHA1).",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,97,ECDH,CRITICAL,0.7,True,,ecdh1 = ECDH(),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,770,Ed25519,CRITICAL,0.7,True,,"Ed25519,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,27,ECDSA,CRITICAL,0.95,False,SECP256k1 is exported in __all__ as a named production curve constant available to consumers of this module.,"""SECP256k1"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,261,RSA,CRITICAL,0.7,False,,"raise JWKError(""Incorrect key type. Expected: 'RSA', Received: %s"" % jwk_dict.get(""kty""))",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,65,ECDSA,CRITICAL,0.7,False,,key = ecdsa.VerifyingKey.from_pem(key),https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,47,ECDH,CRITICAL,0.95,True,Instantiates an ECDH object with a classical elliptic curve for participant 1 in a shared-secret exchange test.,ecdh1 = ECDH(curve=vcurve),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/pkcs1.py,316,RSA,CRITICAL,0.7,False,,:param priv_key: the :py:class:`rsa.PrivateKey` to sign with,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,bc-java,pg/src/main/j2me/org/bouncycastle/openpgp/PGPSignature.java,506,DSA,CRITICAL,0.85,False,"Production exception handling code within a DSA signature encoding path, confirming active use of DSA (Digital Signature","throw new PGPException(""exception encoding DSA sig."", e);",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-rsa,rsa/key.py,907,RSA,CRITICAL,0.7,False,,:py:class:`rsa.PublicKey` object. The private key is also known as the,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,359,RSA,CRITICAL,0.7,False,,"""kty"": ""RSA"",",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,106,ECDSA,CRITICAL,0.7,False,,"sig, msg, hashfunc=self.hash_alg, sigdecode=ecdsa.util.sigdecode_string, allow_truncate=False",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,100,ECDSA,CRITICAL,0.7,False,,"msg, hashfunc=self.hash_alg, sigencode=ecdsa.util.sigencode_string, allow_truncate=False",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2072,SHA-1,HIGH,0.7,True,,"hash_func=hashlib.sha1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1954,ECDSA,CRITICAL,0.7,True,,"generator=SECP256k1.generator,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,923,RSA,CRITICAL,0.7,False,,":returns: a tuple (:py:class:`rsa.PublicKey`, :py:class:`rsa.PrivateKey`)",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdsa.py,549,ECDSA,CRITICAL,0.7,False,,# NIST Curve P-384:,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,331,ECDH,CRITICAL,0.7,True,,ecdh.load_private_key_pem(pem_local_private_key),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,prov/src/main/java/org/bouncycastle/jcajce/provider/asymmetric/util/BaseAgreementSpi.java,145,3DES,HIGH,0.7,False,Regex match — AI enrichment unavailable,"des.put(""DESEDE"", ""DES"");",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2146,ECDH,CRITICAL,0.7,True,,class ECDH(unittest.TestCase):,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,843,Ed25519,CRITICAL,0.7,True,,"Ed448,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,setup.py,20,ECDSA,CRITICAL,0.95,False,"The description string explicitly labels this as an 'ECDSA cryptographic signature library', confirming the package's so","description=""ECDSA cryptographic signature library (pure python)"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,451,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_brainpoolp320r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,112,ECDSA,CRITICAL,0.7,False,,"return isinstance(self.prepared_key, ecdsa.VerifyingKey)",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,351,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_384,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/rsa_backend.py,5,RSA,CRITICAL,0.92,False,"Production import of 'rsa.pem' submodule used later to serialize RSA keys in PEM format, tightly coupling the codebase t",import rsa.pem as pyrsa_pem,https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,310,Ed25519,CRITICAL,0.7,True,,"vk2 = VerifyingKey.from_string(vk.to_string(), Ed25519)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,pg/src/main/java/org/bouncycastle/openpgp/operator/bc/BcImplProvider.java,192,DSA,CRITICAL,0.7,False,,case PGPPublicKey.DSA:,https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,938,SHA-1,HIGH,0.7,True,,sha1.update(data),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/rsa_backend.py,126,RSA,CRITICAL,0.9,False,"Production guard clause that validates whether the requested algorithm is in the RSA algorithm set, confirming active ru",if algorithm not in ALGORITHMS.RSA:,https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,bc-java,pkix/src/main/java/org/bouncycastle/cms/jcajce/EnvelopedDataHelper.java,105,RC4,CRITICAL,0.97,False,"RC4 is registered in CIPHER_ALG_NAMES map as 'RC4', making the broken stream cipher instantiable by name for CMS content","CIPHER_ALG_NAMES.put(PKCSObjectIdentifiers.rc4, ""RC4"");",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-rsa,rsa/cli.py,178,RSA,CRITICAL,0.7,False,,"def read_key(self, filename: str, keyform: str) -> rsa.key.AbstractKey:",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2162,ECDH,CRITICAL,0.7,True,,class RFC6932(ECDH):,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,3,ECDSA,CRITICAL,0.95,False,The 'ecdsa' package is imported as the core cryptographic library for all signing and verification operations in this mo,import ecdsa,https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/key.py,745,RSA,CRITICAL,0.7,False,,>>> from rsa import common,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1299,SHA-1,HIGH,0.7,True,,"def do_test_from_openssl(self, curve, hash_name=""SHA1""):",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdh.py,226,ECDH,CRITICAL,0.7,False,,Needs to have the same curve as set as current for ecdh operation.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,314,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_160r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,292,RSA,CRITICAL,0.7,False,,"dp = rsa.rsa_crt_dmp1(d, p)",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/key.py,195,RSA,CRITICAL,0.98,False,Production code generating a random blinding factor using RSA modulus n for RSA blinding countermeasure.,blind_r = rsa.randnum.randint(self.n - 1),https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,32,ECDSA,CRITICAL,0.95,False,NIST P-384 curve object is paired with its JWK 'crv' string identifier 'P-384' in a lookup tuple used for curve name res,"(ecdsa.curves.NIST384p, ""P-384""),",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,bc-java,prov/src/main/java/org/bouncycastle/jcajce/provider/asymmetric/MLDSA.java,25,DSA,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"provider.addAlgorithm(""Alg.Alias.KeyFactory.MLDSA"", ""ML-DSA"");",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,bc-java,pg/src/main/java/org/bouncycastle/openpgp/operator/bc/BcPGPKeyConverter.java,458,DSA,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.DSA:,https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-jose,jose/constants.py,34,RSA,CRITICAL,0.7,False,,"RSA_OAEP_256 = ""RSA-OAEP-256""",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,432,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp256r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,572,ECDSA,CRITICAL,0.7,False,,Returns a :py:class:`~ecdsa.curves.Curve` object with a ``name`` name.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2552,ECDSA,CRITICAL,0.7,True,,"id=""ECDSA-521"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,396,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp192r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,343,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_256,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,pkix/src/main/java/org/bouncycastle/cert/crmf/jcajce/CRMFHelper.java,119,RSA,CRITICAL,0.7,False,,// this is reversed as the Sun policy files now allow unlimited strength RSA,https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,39,Ed25519,CRITICAL,0.85,True,Import statement bringing Ed25519 and Ed448 curve definitions into scope for use throughout the test file.,"from .curves import NIST256p, Curve, BRAINPOOLP160r1, Ed25519, Ed448",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,355,RSA,CRITICAL,0.7,False,,rather than BEGIN RSA PUBLIC KEY.,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,301,ECDSA,CRITICAL,0.7,False,,:return: DER encoding of ECDSA signature,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,73,RSA,CRITICAL,0.95,False,"RSA key field descriptor array registered for OPENPGP_S2K3_SHA1_AES_CBC protection mode, including full private key comp","put(Integers.valueOf(ProtectionModeTags.OPENPGP_S2K3_SHA1_AES_CBC), new String[]{""rsa"", ""n"", ""e"", ""d",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,95,ECDSA,CRITICAL,0.97,False,"Maps the JWK curve name 'P-521' to ec.SECP521R1, used in the ECDSA key preparation pipeline.","""P-521"": ec.SECP521R1,",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/cli.py,226,RSA,CRITICAL,0.7,False,,"return rsa.encrypt(indata, pub_key)",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/__init__.py,30,Ed25519,CRITICAL,0.95,False,Ed448 elliptic curve is imported from the curves module and exported as part of the public API of the ecdsa library.,"Ed448,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2107,SHA-1,HIGH,0.7,True,,"hsh=hashlib.sha1(b""sample"").digest(),",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/pkcs1.py,414,RSA,CRITICAL,0.7,False,,:py:const:`rsa.pkcs1.HASH_METHODS`.,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,689,Ed25519,CRITICAL,0.7,True,,"encode_oid(*Ed25519.oid),",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,366,ECDSA,CRITICAL,0.7,False,,:return: raw encoding of ECDSA signature,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1060,SHA-1,HIGH,0.7,True,,# openssl dgst -ecdsa-with-SHA1 -prverify privkey.pem -signature data.sig data.txt ; echo $?,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,pkix/src/main/java/org/bouncycastle/openssl/jcajce/PEMUtilities.java,258,AES-128,HIGH,0.85,False,"A production branch explicitly checks for AES-128 DEK algorithm names to configure cipher parameters, enabling active us","if (dekAlgName.startsWith(""AES-128-""))",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-rsa,rsa/pkcs1.py,56,MD5,HIGH,0.97,False,"hashlib.md5 is registered as the callable hash constructor for MD5 in the HASH_METHODS dictionary, making it directly in","""MD5"": hashlib.md5,",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2010,ECDSA,CRITICAL,0.7,True,,"generator=SECP256k1.generator,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,288,ECDSA,CRITICAL,0.98,False,SECP112r1 generator is registered as production curve parameter — 112-bit key size is quantum-vulnerable and classically,"ecdsa.generator_112r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/utils.py,148,Ed25519,CRITICAL,0.8,False,The byte string `b'ssh-ed25519'` is used as an SSH wire-format key type identifier for parsing Ed25519 SSH public keys.,"b""ssh-ed25519"",",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdh.py,114,ECDH,CRITICAL,0.7,False,,Generate local private key for ecdh operation with curve that was set.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/__init__.py,17,ECDSA,CRITICAL,0.95,False,SECP256k1 elliptic curve is imported from the curves module and exported as part of the public API of the ecdsa library.,"SECP256k1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,prov/src/main/java/org/bouncycastle/jcajce/provider/symmetric/ARC4.java,102,RC4,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"provider.addAlgorithm(""Alg.Alias.KeyGenerator.1.2.840.113549.3.4"", ""ARC4"");",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-jose,jose/backends/cryptography_backend.py,296,RSA,CRITICAL,0.7,False,,"private = rsa.RSAPrivateNumbers(p, q, d, dp, dq, qi, public)",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,409,ECDH,CRITICAL,0.7,True,,ecdh1 = ECDH(curve=vcurve),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdh.py,64,ECDH,CRITICAL,0.7,False,,:param private_key: `my` private key for ECDH,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,core/src/main/java/org/bouncycastle/crypto/params/Ed25519PrivateKeyParameters.java,41,Ed25519,CRITICAL,0.7,False,,public Ed25519PrivateKeyParameters(InputStream input) throws IOException,https://github.com/AnimeshShaw/bc-java,,AI-enriched
